,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OBJECTID,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,VULEOPCT,MINORPOP,MINORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PM25,OZONE,DSLPM,CANCER,RESP,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D_PM25_2,D_OZONE_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_LDPNT_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_UST_2,D_PWDIS_2,P_VULEOPCT,P_MINORPCT,P_LWINCPCT,P_UNEMPPCT,P_LNGISPCT,P_LESHSPCT,P_UNDR5PCT,P_OVR64PCT,P_PM25,P_OZONE,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_PM25_D2,P_OZONE_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_LDPNT_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_UST_D2,P_PWDIS_D2,B_VULEOPCT,B_MINORPCT,B_LWINCPCT,B_UNEMPPCT,B_LESHSPCT,B_LNGISPCT,B_UNDR5PCT,B_OVR64PCT,B_PM25,B_OZONE,B_DSLPM,B_CANCR,B_RESP,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_PM25_D2,B_OZONE_D2,B_DSLPM_D2,B_CANCR_D2,B_RESP_D2,B_PTRAF_D2,B_LDPNT_D2,B_PNPL_D2,B_PRMP_D2,B_PTSDF_D2,B_UST_D2,B_PWDIS_D2,T_VULEOPCT,T_MINORPCT,T_LWINCPCT,T_UNEMPPCT,T_LNGISPCT,T_LESHSPCT,T_UNDR5PCT,T_OVR64PCT,T_PM25,T_OZONE,T_DSLPM,T_CANCR,T_RESP,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_PM25_D2,T_OZONE_D2,T_DSLPM_D2,T_CANCR_D2,T_RESP_D2,T_PTRAF_D2,T_LDPNT_D2,T_PNPL_D2,T_PRMP_D2,T_PTSDF_D2,T_UST_D2,T_PWDIS_D2,EXCEED_COUNT_80,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,Shape_Length,Shape_Area
565,565,565,565,565,565,565,565,6149,6150,06037204110,California,CA,Los Angeles,9,3493.0,,,,,,0.70397938734612,,0.959919839679358,,0.448038935012882,,0.088133640552995,,0.195524146054181,,0.424157303370786,,0.038935012882909,,0.105353564271399,13.1214454794521,48.4915202614379,0.644239626360891,40.0,0.6,734.687006801008,,0.748627881448957,0.158629117996059,8.7544528121892,15.9773424850063,0.0,0.671051340565808,52.798454050959,37.31090752934436,66.8780417978814,68.98997995991976,68.98997995991976,42.2387632407672,65.47008302318916,52.798454050959,69.69395934726587,67.58202118522752,0.0,49.2785571142284,87.0,91.0,78.0,78.0,87.0,92.0,24.0,32.0,75.0,53.0,95.0,98.0,98.0,60.0,93.0,75.0,99.0,96.0,0.0,70.0,89.0,77.0,95.0,93.0,94.0,82.0,97.0,89.0,96.0,97.0,0.0,87.0,9.0,10.0,8.0,8.0,10.0,9.0,3.0,4.0,8.0,6.0,11.0,11.0,11.0,7.0,10.0,8.0,11.0,11.0,1.0,8.0,9.0,8.0,11.0,10.0,10.0,9.0,11.0,9.0,11.0,11.0,1.0,9.0,87 %ile,91 %ile,78 %ile,78 %ile,87 %ile,92 %ile,24 %ile,32 %ile,75 %ile,53 %ile,95 %ile,98 %ile,98 %ile,60 %ile,93 %ile,75 %ile,99 %ile,96 %ile,0 %ile,70 %ile,89 %ile,77 %ile,95 %ile,93 %ile,94 %ile,82 %ile,97 %ile,89 %ile,96 %ile,97 %ile,0 %ile,87 %ile,,,,,,3758.326173472912,881506.2398045461
566,566,566,566,566,566,566,566,6150,6151,06037204120,California,CA,Los Angeles,9,2925.0,,,,,,0.739145299145298,,0.952478632478632,,0.525811965811965,,0.089418777943368,,0.16015625,,0.415504740658114,,0.061538461538462,,0.132307692307692,13.1431101369863,48.1899888888889,0.640958012653951,40.0,0.6,2116.09998497533,,0.6875,0.165691111233874,9.673647818234572,16.823426865869,0.0,0.841145431418316,55.43589743589738,38.43555555555552,70.21880341880336,72.43623931623925,72.43623931623925,59.13162393162388,66.52307692307686,56.91418803418799,73.17538461538454,71.69709401709395,0.0,53.21846153846149,91.0,90.0,87.0,79.0,81.0,92.0,57.0,48.0,75.0,52.0,95.0,98.0,98.0,80.0,90.0,77.0,99.0,97.0,0.0,72.0,91.0,79.0,97.0,95.0,96.0,94.0,97.0,93.0,98.0,98.0,0.0,91.0,10.0,10.0,9.0,8.0,10.0,9.0,6.0,5.0,8.0,6.0,11.0,11.0,11.0,9.0,10.0,8.0,11.0,11.0,1.0,8.0,10.0,8.0,11.0,11.0,11.0,10.0,11.0,10.0,11.0,11.0,1.0,10.0,91 %ile,90 %ile,87 %ile,79 %ile,81 %ile,92 %ile,57 %ile,48 %ile,75 %ile,52 %ile,95 %ile,98 %ile,98 %ile,80 %ile,90 %ile,77 %ile,99 %ile,97 %ile,0 %ile,72 %ile,91 %ile,79 %ile,97 %ile,95 %ile,96 %ile,94 %ile,97 %ile,93 %ile,98 %ile,98 %ile,0 %ile,91 %ile,,,,,,2568.4722682442225,384513.99227885646
567,567,567,567,567,567,567,567,6151,6152,06037204200,California,CA,Los Angeles,9,3621.0,,,,,,0.805992819663076,,0.989505661419497,,0.622479977906655,,0.067022538552788,,0.279352226720647,,0.500743678730788,,0.113228389947528,,0.064623032311516,13.0544632876712,48.5856712418301,0.661780742601011,40.0,0.6,1201.30865664809,,0.702347417840375,0.139579974194049,7.3387137701379,15.0580960790622,25.7965942633,0.944666737050598,58.83747583540455,42.71761944214303,77.37531068765529,78.98729632698142,78.98729632698142,56.41949737641532,72.53935376967684,57.22549019607839,78.98729632698142,76.56931786799221,74.95733222866606,58.83747583540455,97.0,97.0,94.0,62.0,94.0,97.0,95.0,9.0,73.0,53.0,96.0,98.0,98.0,70.0,90.0,71.0,98.0,95.0,93.0,73.0,93.0,84.0,99.0,98.0,99.0,93.0,99.0,93.0,99.0,99.0,99.0,95.0,11.0,11.0,10.0,7.0,11.0,10.0,11.0,1.0,8.0,6.0,11.0,11.0,11.0,8.0,10.0,8.0,11.0,11.0,10.0,8.0,10.0,9.0,11.0,11.0,11.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,97 %ile,97 %ile,94 %ile,62 %ile,94 %ile,97 %ile,95 %ile,9 %ile,73 %ile,53 %ile,96 %ile,98 %ile,98 %ile,70 %ile,90 %ile,71 %ile,98 %ile,95 %ile,93 %ile,73 %ile,93 %ile,84 %ile,99 %ile,98 %ile,99 %ile,93 %ile,99 %ile,93 %ile,99 %ile,99 %ile,99 %ile,95 %ile,,,,,,2806.7232014267047,439794.3241803395
568,568,568,568,568,568,568,568,6152,6153,06037204300,California,CA,Los Angeles,9,5714.0,,,,,,0.748178602263446,,0.977423871193559,,0.518933333333333,,0.073434991974318,,0.277081798084008,,0.515914351851851,,0.082779138956948,,0.171333566678333,13.1050276712329,48.2658738562091,0.649379679470139,40.0,0.6,317.395443043446,,0.603960396039603,0.146420950447214,8.90215961722368,16.3986992953321,12.0749012446,1.12639502235853,55.36521656749501,38.90528731769919,71.07696721502737,73.32150302181769,73.32150302181769,32.171679897328175,62.847002590129456,53.8688593629681,74.06968162408116,71.82514581729082,64.34335979465635,56.11339516975845,92.0,95.0,86.0,68.0,94.0,97.0,81.0,68.0,74.0,52.0,95.0,98.0,98.0,43.0,84.0,72.0,99.0,96.0,86.0,75.0,91.0,79.0,97.0,96.0,97.0,71.0,96.0,90.0,98.0,98.0,96.0,93.0,10.0,11.0,9.0,7.0,11.0,10.0,9.0,7.0,8.0,6.0,11.0,11.0,11.0,5.0,9.0,8.0,11.0,11.0,9.0,8.0,10.0,8.0,11.0,11.0,11.0,8.0,11.0,10.0,11.0,11.0,11.0,10.0,92 %ile,95 %ile,86 %ile,68 %ile,94 %ile,97 %ile,81 %ile,68 %ile,74 %ile,52 %ile,95 %ile,98 %ile,98 %ile,43 %ile,84 %ile,72 %ile,99 %ile,96 %ile,86 %ile,75 %ile,91 %ile,79 %ile,97 %ile,96 %ile,97 %ile,71 %ile,96 %ile,90 %ile,98 %ile,98 %ile,96 %ile,93 %ile,,,,,,4009.62679897272,939461.7887379832
569,569,569,569,569,569,569,569,6153,6154,06037204410,California,CA,Los Angeles,9,2791.0,,,,,,0.729712010252536,,0.988176280902902,,0.47124773960217,,0.043307086614173,,0.224550898203592,,0.527110117384013,,0.021855965603726,,0.135435327839484,13.0181682191781,48.4866941176471,0.686609826341572,40.0,0.6,14835.2762767417,,0.610144927536231,0.127940097030402,7.01376919340544,15.7552307247756,52.3450878922,1.53499407049486,53.26897674843512,38.674736543384405,70.78206499449598,71.51177700474852,71.51177700474852,72.24148901500105,61.29580886121302,48.89070468691991,71.51177700474852,70.05235298424346,70.78206499449598,56.91753679969781,90.0,97.0,81.0,35.0,91.0,97.0,8.0,49.0,73.0,53.0,97.0,98.0,98.0,99.0,84.0,67.0,98.0,96.0,97.0,78.0,89.0,79.0,97.0,95.0,96.0,98.0,95.0,86.0,97.0,97.0,98.0,94.0,10.0,11.0,9.0,4.0,11.0,10.0,1.0,5.0,8.0,6.0,11.0,11.0,11.0,11.0,9.0,7.0,11.0,11.0,11.0,8.0,9.0,8.0,11.0,11.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,10.0,90 %ile,97 %ile,81 %ile,35 %ile,91 %ile,97 %ile,8 %ile,49 %ile,73 %ile,53 %ile,97 %ile,98 %ile,98 %ile,99 %ile,84 %ile,67 %ile,98 %ile,96 %ile,97 %ile,78 %ile,89 %ile,79 %ile,97 %ile,95 %ile,96 %ile,98 %ile,95 %ile,86 %ile,97 %ile,97 %ile,98 %ile,94 %ile,,,,,,2801.6661128937503,433502.9740414161
570,570,570,570,570,570,570,570,6154,6155,06037204420,California,CA,Los Angeles,9,2951.0,,,,,,0.807623633793375,,0.975601491019993,,0.639645776566757,,0.070257611241218,,0.267508610792192,,0.525055679287305,,0.050830227041681,,0.08437817688919,13.043102739726,48.4788830065359,0.669310363350413,40.0,0.6,4750.13782793159,,0.626760563380281,0.13218471070265,7.19926501500799,15.5562268137974,25.7237239237,1.24314473250834,58.95652526691639,42.80405259104888,77.53186884416401,79.14711611175075,79.14711611175075,74.30137430899049,69.45563250623026,54.91840709794951,79.14711611175075,76.72424521037064,75.10899794278387,61.3793961682965,97.0,94.0,95.0,65.0,94.0,97.0,41.0,19.0,73.0,53.0,96.0,98.0,98.0,92.0,86.0,68.0,98.0,95.0,93.0,76.0,93.0,84.0,99.0,98.0,99.0,99.0,98.0,91.0,99.0,99.0,99.0,96.0,11.0,10.0,11.0,7.0,11.0,10.0,5.0,2.0,8.0,6.0,11.0,11.0,11.0,10.0,9.0,7.0,11.0,11.0,10.0,8.0,10.0,9.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,97 %ile,94 %ile,95 %ile,65 %ile,94 %ile,97 %ile,41 %ile,19 %ile,73 %ile,53 %ile,96 %ile,98 %ile,98 %ile,92 %ile,86 %ile,68 %ile,98 %ile,95 %ile,93 %ile,76 %ile,93 %ile,84 %ile,99 %ile,98 %ile,99 %ile,99 %ile,98 %ile,91 %ile,99 %ile,99 %ile,99 %ile,96 %ile,,,,,,2820.817885146308,441049.5908984761
571,571,571,571,571,571,571,571,6155,6156,06037204600,California,CA,Los Angeles,9,4271.0,,,,,,0.778154998829313,,0.960664949660501,,0.595645047998126,,0.119315141787051,,0.124125874125874,,0.419328419328419,,0.056661203465231,,0.096698665417935,13.0930928767123,47.9791679738562,0.646268314391526,40.0,0.6,12831.6882180028,,0.667514843087362,0.141023789594817,10.2488021587581,17.3288892576719,13.3396447093,1.99770368774092,57.5834699133692,39.68590494029498,73.92472488878478,76.2591898852727,76.2591898852727,77.03734488410205,68.47763989697958,55.249004916881255,77.03734488410205,75.48103488644341,67.69948489815027,63.03055490517439,95.0,92.0,92.0,90.0,74.0,92.0,50.0,26.0,74.0,51.0,95.0,98.0,98.0,99.0,88.0,71.0,99.0,97.0,87.0,81.0,92.0,80.0,98.0,97.0,98.0,99.0,98.0,91.0,98.0,99.0,97.0,97.0,11.0,10.0,10.0,10.0,10.0,8.0,6.0,3.0,8.0,6.0,11.0,11.0,11.0,11.0,9.0,8.0,11.0,11.0,9.0,9.0,10.0,9.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,95 %ile,92 %ile,92 %ile,90 %ile,74 %ile,92 %ile,50 %ile,26 %ile,74 %ile,51 %ile,95 %ile,98 %ile,98 %ile,99 %ile,88 %ile,71 %ile,99 %ile,97 %ile,87 %ile,81 %ile,92 %ile,80 %ile,98 %ile,97 %ile,98 %ile,99 %ile,98 %ile,91 %ile,98 %ile,99 %ile,97 %ile,97 %ile,,,,,,4512.343483125981,850357.1512868323
572,572,572,572,572,572,572,572,6156,6157,06037204700,California,CA,Los Angeles,9,5660.0,,,,,,0.684733884989679,,0.980212014134275,,0.389255755845083,,0.096047284817141,,0.082457558609539,,0.394054211600116,,0.078268551236749,,0.108657243816254,13.154681369863,47.773208496732,0.635001712446044,40.0,0.6,12092.4229743692,,0.731424148606811,0.158760135170878,11.5284390223437,19.176891536197296,7.68502098198,1.5678068995546,52.0397752592156,34.23669424948395,65.0497190740195,67.10392072898854,67.10392072898854,67.10392072898854,62.99551741905047,51.35504137422593,67.78865461397822,67.10392072898854,54.77871079917432,53.40924302919496,85.0,95.0,70.0,83.0,59.0,90.0,77.0,33.0,76.0,50.0,95.0,98.0,98.0,98.0,92.0,75.0,99.0,98.0,80.0,78.0,88.0,73.0,94.0,92.0,93.0,97.0,96.0,88.0,96.0,96.0,91.0,91.0,9.0,11.0,8.0,9.0,10.0,6.0,8.0,4.0,8.0,6.0,11.0,11.0,11.0,11.0,10.0,8.0,11.0,11.0,9.0,8.0,9.0,8.0,10.0,10.0,10.0,11.0,11.0,9.0,11.0,11.0,10.0,10.0,85 %ile,95 %ile,70 %ile,83 %ile,59 %ile,90 %ile,77 %ile,33 %ile,76 %ile,50 %ile,95 %ile,98 %ile,98 %ile,98 %ile,92 %ile,75 %ile,99 %ile,98 %ile,80 %ile,78 %ile,88 %ile,73 %ile,94 %ile,92 %ile,93 %ile,97 %ile,96 %ile,88 %ile,96 %ile,96 %ile,91 %ile,91 %ile,,,,,,4912.486736732513,1475838.0899331584
573,573,573,573,573,573,573,573,6157,6158,06037204810,California,CA,Los Angeles,9,4922.0,,,,,,0.746850873628606,,1.0,,0.493701747257212,,0.071885770556376,,0.146041506533435,,0.460881448582166,,0.039211702559935,,0.109711499390491,13.1850093150685,47.8714477124183,0.63179762121284,40.0,0.6,14104.1473020489,,0.675257731958763,0.177685324614098,10.9803342357547,19.06523838786149,0.0,0.950908180795564,56.76066639577406,38.0893945550589,70.20398212108897,73.1913856156034,73.1913856156034,73.93823648923198,66.46972775294594,59.001219016659874,73.93823648923198,73.1913856156034,0.0,54.52011377488824,92.0,99.0,83.0,67.0,79.0,95.0,24.0,34.0,76.0,51.0,94.0,98.0,98.0,99.0,89.0,79.0,99.0,98.0,0.0,73.0,92.0,79.0,97.0,96.0,97.0,99.0,97.0,94.0,98.0,98.0,0.0,92.0,10.0,11.0,9.0,7.0,11.0,8.0,3.0,4.0,8.0,6.0,10.0,11.0,11.0,11.0,9.0,8.0,11.0,11.0,1.0,8.0,10.0,8.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,1.0,10.0,92 %ile,99 %ile,83 %ile,67 %ile,79 %ile,95 %ile,24 %ile,34 %ile,76 %ile,51 %ile,94 %ile,98 %ile,98 %ile,99 %ile,89 %ile,79 %ile,99 %ile,98 %ile,0 %ile,73 %ile,92 %ile,79 %ile,97 %ile,96 %ile,97 %ile,99 %ile,97 %ile,94 %ile,98 %ile,98 %ile,0 %ile,92 %ile,,,,,,4408.848386429304,1124031.0984379651
574,574,574,574,574,574,574,574,6158,6159,06037204820,California,CA,Los Angeles,9,2141.0,,,,,,0.75548808967772,,0.958897711349836,,0.552078468005604,,0.018885741265345,,0.177949709864603,,0.434250764525993,,0.062587575899112,,0.118169079869219,13.217297260274,47.5796366013072,0.619828430579633,40.0,0.6,13717.6333170397,,0.712041884816753,0.18860987935954,13.2079488265055,24.219130864201,0.0,1.22377982360539,58.17258290518445,37.774404483886,71.01588042970569,74.03783278841657,74.03783278841657,74.79332087809429,68.74941616067252,61.194535263895325,74.79332087809429,74.79332087809429,0.0,57.41709481550673,93.0,91.0,89.0,9.0,85.0,93.0,58.0,39.0,77.0,50.0,94.0,98.0,98.0,99.0,91.0,81.0,99.0,99.0,0.0,76.0,93.0,78.0,97.0,96.0,97.0,99.0,98.0,95.0,98.0,99.0,0.0,94.0,10.0,10.0,9.0,1.0,10.0,9.0,6.0,4.0,8.0,6.0,10.0,11.0,11.0,11.0,10.0,9.0,11.0,11.0,1.0,8.0,10.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,10.0,93 %ile,91 %ile,89 %ile,9 %ile,85 %ile,93 %ile,58 %ile,39 %ile,77 %ile,50 %ile,94 %ile,98 %ile,98 %ile,99 %ile,91 %ile,81 %ile,99 %ile,99 %ile,0 %ile,76 %ile,93 %ile,78 %ile,97 %ile,96 %ile,97 %ile,99 %ile,98 %ile,95 %ile,98 %ile,99 %ile,0 %ile,94 %ile,,,,,,3071.5543770990294,467231.0920039738
575,575,575,575,575,575,575,575,6159,6160,06037204910,California,CA,Los Angeles,9,3494.0,,,,,,0.746279336004579,,0.965369204350314,,0.527189467658843,,0.090967741935484,,0.246900826446281,,0.50047664442326,,0.097309673726388,,0.108185460789925,13.2337704109589,47.8623352941176,0.627496149277977,40.0,0.6,8063.87621022455,,0.525562372188139,0.200750341771342,11.9479878068364,20.0458878393351,0.0,0.955701238775676,57.46350887235255,38.0602461362335,70.15025758443038,73.1353749284487,73.1353749284487,71.64281625643954,57.46350887235255,61.941184888380015,73.88165426445326,73.88165426445326,0.0,54.47839152833424,92.0,92.0,87.0,80.0,93.0,97.0,90.0,33.0,77.0,51.0,94.0,98.0,98.0,96.0,77.0,83.0,99.0,99.0,0.0,73.0,92.0,79.0,97.0,96.0,97.0,98.0,92.0,96.0,98.0,98.0,0.0,92.0,10.0,10.0,9.0,9.0,11.0,10.0,10.0,4.0,8.0,6.0,10.0,11.0,11.0,11.0,8.0,9.0,11.0,11.0,1.0,8.0,10.0,8.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,1.0,10.0,92 %ile,92 %ile,87 %ile,80 %ile,93 %ile,97 %ile,90 %ile,33 %ile,77 %ile,51 %ile,94 %ile,98 %ile,98 %ile,96 %ile,77 %ile,83 %ile,99 %ile,99 %ile,0 %ile,73 %ile,92 %ile,79 %ile,97 %ile,96 %ile,97 %ile,98 %ile,92 %ile,96 %ile,98 %ile,98 %ile,0 %ile,92 %ile,,,,,,3543.5526344403165,756509.4435120461
576,576,576,576,576,576,576,576,6160,6161,06037204920,California,CA,Los Angeles,9,2796.0,,,,,,0.749284692417739,,0.987124463519313,,0.511444921316165,,0.071778140293638,,0.16191904047976,,0.473124300111982,,0.074034334763948,,0.13519313304721,13.2873534246575,47.4516013071895,0.612238596974004,50.0,0.6,8630.14970937437,,0.629420084865629,0.222502028541027,15.3692746140406,29.2512509546983,0.0,1.34622373683901,59.19349070100137,36.71494992846921,70.43276108726747,74.17918454935617,73.42989985693842,72.68061516452067,64.43848354792556,63.68919885550781,74.17918454935617,74.17918454935617,0.0,57.6949213161659,92.0,96.0,85.0,67.0,82.0,95.0,73.0,49.0,79.0,49.0,94.0,99.0,98.0,97.0,86.0,85.0,99.0,99.0,0.0,77.0,93.0,77.0,97.0,96.0,97.0,99.0,96.0,96.0,98.0,98.0,0.0,94.0,10.0,11.0,9.0,7.0,11.0,9.0,8.0,5.0,8.0,5.0,10.0,11.0,11.0,11.0,9.0,9.0,11.0,11.0,1.0,8.0,10.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,10.0,92 %ile,96 %ile,85 %ile,67 %ile,82 %ile,95 %ile,73 %ile,49 %ile,79 %ile,49 %ile,94 %ile,99 %ile,98 %ile,97 %ile,86 %ile,85 %ile,99 %ile,99 %ile,0 %ile,77 %ile,93 %ile,77 %ile,97 %ile,96 %ile,97 %ile,99 %ile,96 %ile,96 %ile,98 %ile,98 %ile,0 %ile,94 %ile,,,,,,4711.60719902672,1327870.4615355378
577,577,577,577,577,577,577,577,6161,6162,06037205110,California,CA,Los Angeles,9,3697.0,,,,,,0.777928049770083,,0.992696781173924,,0.563159318366242,,0.100758396533044,,0.228091236494597,,0.555078683834048,,0.117392480389505,,0.041925885853395,13.2040076712329,47.413914379085,0.625275455611455,40.0,0.6,7700.55211828584,,0.798611111111111,0.169193106042074,13.6011441715999,21.8716116199603,0.0,2.28869433680559,59.90045983229639,38.11847443873407,73.12523667838781,76.23694887746812,76.23694887746812,74.68109277792797,74.68109277792797,59.90045983229639,77.01487692723822,77.01487692723822,0.0,63.7901000811468,95.0,98.0,90.0,85.0,91.0,98.0,96.0,3.0,77.0,49.0,94.0,98.0,98.0,96.0,96.0,77.0,99.0,99.0,0.0,82.0,94.0,79.0,98.0,97.0,98.0,99.0,99.0,95.0,98.0,99.0,0.0,98.0,11.0,11.0,10.0,9.0,11.0,10.0,11.0,1.0,8.0,5.0,10.0,11.0,11.0,11.0,11.0,8.0,11.0,11.0,1.0,9.0,10.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,11.0,95 %ile,98 %ile,90 %ile,85 %ile,91 %ile,98 %ile,96 %ile,3 %ile,77 %ile,49 %ile,94 %ile,98 %ile,98 %ile,96 %ile,96 %ile,77 %ile,99 %ile,99 %ile,0 %ile,82 %ile,94 %ile,79 %ile,98 %ile,97 %ile,98 %ile,99 %ile,99 %ile,95 %ile,98 %ile,99 %ile,0 %ile,98 %ile,,,,,,3396.3887611891646,418812.5675150226
578,578,578,578,578,578,578,578,6162,6163,06037205120,California,CA,Los Angeles,9,3754.0,,,,,,0.892248268513586,,0.996803409696324,,0.787693127330847,,0.138206388206388,,0.216853932584269,,0.514972999509081,,0.085242408098029,,0.072189664358018,13.242361369863,47.179077124183,0.612639678537463,40.0,0.6,1361.45082769815,,0.823594266813671,0.190001234236125,14.8738868975901,26.8894383519212,0.0,1.62779626884263,69.59536494405967,42.827916888652105,83.87133724027704,87.44033031433138,87.44033031433138,64.24187533297815,86.5480820458178,72.27210974960043,88.33257858284496,88.33257858284496,0.0,70.48761321257325,99.0,99.0,99.0,94.0,90.0,97.0,83.0,13.0,78.0,48.0,94.0,98.0,98.0,72.0,97.0,81.0,99.0,99.0,0.0,79.0,98.0,84.0,99.0,99.0,99.0,96.0,99.0,99.0,99.0,99.0,0.0,99.0,11.0,11.0,11.0,10.0,11.0,10.0,9.0,2.0,8.0,5.0,10.0,11.0,11.0,8.0,11.0,9.0,11.0,11.0,1.0,8.0,11.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,11.0,99 %ile,99 %ile,99 %ile,94 %ile,90 %ile,97 %ile,83 %ile,13 %ile,78 %ile,48 %ile,94 %ile,98 %ile,98 %ile,72 %ile,97 %ile,81 %ile,99 %ile,99 %ile,0 %ile,79 %ile,98 %ile,84 %ile,99 %ile,99 %ile,99 %ile,96 %ile,99 %ile,99 %ile,99 %ile,99 %ile,0 %ile,99 %ile,,,,,,7387.8119208050675,2139491.256950864
579,579,579,579,579,579,579,579,6163,6164,06037206010,California,CA,Los Angeles,9,3966.0,,,,,,0.70978315683308,,0.890317700453857,,0.529248613212304,,0.137743543271409,,0.202397743300423,,0.396039603960396,,0.038830055471508,,0.11775088250126,12.8061238356164,49.359797385620894,0.682793224954992,40.0,0.6,2750.43980541582,,0.620594333102971,0.19350640505763,3.44813920613014,15.0202057208508,10.801483105,4.65807991206315,48.26525466464946,39.747856782652505,68.13918305597572,69.55874936964189,69.55874936964189,60.33156833081184,60.33156833081184,58.2022188603126,66.00983358547649,67.42939989914264,59.62178517397876,61.751134644478,88.0,80.0,87.0,94.0,88.0,90.0,24.0,39.0,68.0,56.0,96.0,98.0,98.0,85.0,85.0,82.0,93.0,95.0,84.0,87.0,85.0,80.0,96.0,94.0,95.0,95.0,94.0,94.0,95.0,96.0,94.0,97.0,9.0,9.0,9.0,10.0,10.0,9.0,3.0,4.0,7.0,6.0,11.0,11.0,11.0,9.0,9.0,9.0,10.0,11.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0,11.0,10.0,10.0,11.0,11.0,10.0,11.0,88 %ile,80 %ile,87 %ile,94 %ile,88 %ile,90 %ile,24 %ile,39 %ile,68 %ile,56 %ile,96 %ile,98 %ile,98 %ile,85 %ile,85 %ile,82 %ile,93 %ile,95 %ile,84 %ile,87 %ile,85 %ile,80 %ile,96 %ile,94 %ile,95 %ile,95 %ile,94 %ile,94 %ile,95 %ile,96 %ile,94 %ile,97 %ile,,,,,,7762.708335871366,2101911.5442836727
580,580,580,580,580,580,580,580,6164,6165,06037206020,California,CA,Los Angeles,9,9476.0,,,,,,0.51217726583154,,0.831152384972562,,0.193202146690518,,0.018018018018018,,0.053380782918149,,0.385926928281461,,0.000633178556353,,0.006753904601097,12.8987202739726,48.7332418300654,0.702293047880019,40.0,0.6,4859.6748057087,,0.013513513513514,0.153864318132168,3.8235369518109,17.5395141552617,8.8948833396,7.01305037780586,35.8524086082078,27.65757235490316,49.68119478565938,50.19337205149092,50.19337205149092,47.12030845650168,5.63394992414694,37.90111767153396,48.14466298816476,49.68119478565938,41.99853579818628,45.58377665900706,60.0,72.0,36.0,8.0,45.0,89.0,2.0,1.0,70.0,54.0,97.0,98.0,98.0,92.0,11.0,74.0,94.0,97.0,82.0,89.0,72.0,64.0,85.0,77.0,82.0,87.0,17.0,74.0,84.0,87.0,83.0,84.0,7.0,8.0,4.0,1.0,9.0,5.0,1.0,1.0,8.0,6.0,11.0,11.0,11.0,10.0,2.0,8.0,10.0,11.0,9.0,9.0,8.0,7.0,9.0,8.0,9.0,9.0,2.0,8.0,9.0,9.0,9.0,9.0,60 %ile,72 %ile,36 %ile,8 %ile,45 %ile,89 %ile,2 %ile,1 %ile,70 %ile,54 %ile,97 %ile,98 %ile,98 %ile,92 %ile,11 %ile,74 %ile,94 %ile,97 %ile,82 %ile,89 %ile,72 %ile,64 %ile,85 %ile,77 %ile,82 %ile,87 %ile,17 %ile,74 %ile,84 %ile,87 %ile,83 %ile,84 %ile,,,,,,4431.093031931198,1275889.928187642
