OBJECTID,Distance,BUFF_DIST,FID_LACountyCensusTract2010_Project,OBJECTID_1,GEOID10,CT10,LABEL,Shape__Are,Shape__Len,CT10Long,AreaSq,CT_Long,Shape_Length,Shape_Area
22,3,15840,1240,1241,06037206200,206200,2062.00,845099.8477,4303.832683,206200,0.2233459963,206200,2281.224651,178856.359
23,3,15840,1278,1279,06037302506,302506,3025.06,1325897.344,5541.124875,302506,0.3497431759,302506,15033.6095,9754493.034
24,3,15840,1279,1280,06037302505,302505,3025.05,784885.2578,5866.754844,302505,0.2070438213,302505,15901.12253,5774526.61
25,3,15840,1297,1298,06037211121,211121,2111.21,312577.9023,2799.20656,211121,0.08256086329,211121,2922.261837,452588.8575
26,3,15840,1298,1299,06037189201,189201,1892.01,476233.9648,2928.197206,189201,0.1256978579,189201,6702.690393,2686842.57
27,3,15840,1299,1300,06037185204,185204,1852.04,1409153.504,6398.86942,185204,0.3719255309,185204,17364.36884,10373393.57
28,3,15840,1300,1301,06037185203,185203,1852.03,801215.4688,4404.332306,185203,0.2114836726,185203,11951.01207,5898482.229
29,3,15840,1301,1302,06037208501,208501,2085.01,355344.9688,2416.655774,208501,0.09386383113,208501,6561.56938,2617928.181
30,3,15840,1307,1308,06037186301,186301,1863.01,1699898.855,6597.626244,186301,0.4484632255,186301,17910.96309,12507906.84
31,3,15840,1320,1321,06037302504,302504,3025.04,551918.8828,4218.614807,302504,0.1455634771,302504,11451.95865,4059814.952
32,3,15840,1321,1322,06037302503,302503,3025.03,477967.8438,3669.699956,302503,0.1260511665,302503,9965.939546,3515609.515
33,3,15840,1322,1323,06037302401,302401,3024.01,2006166.02,6642.084155,302401,0.529152023,302401,18000.68012,14758166.27
34,3,15840,1328,1329,06037302004,302004,3020.04,497375.8359,2845.906416,302004,0.1311348452,302004,7716.803696,3657396.957
35,3,15840,1329,1330,06037302003,302003,3020.03,347166.5859,2441.306542,302003,0.09153204663,302003,6617.578945,2552854.006
36,3,15840,1330,1331,06037301802,301802,3018.02,701171.7227,3483.572218,301802,0.1848667821,301802,9350.559156,5130679.62
37,3,15840,1331,1332,06037301801,301801,3018.01,1058848.688,4108.506511,301801,0.2791288834,301801,5664.208023,844707.848
38,3,15840,1337,1338,06037207103,207103,2071.03,473499.1563,3545.806121,207103,0.1250867148,207103,9634.344832,3488823.927
39,3,15840,1345,1346,06037206010,206010,2060.10,2101890.082,7762.727028,206010,0.55520843,206010,21066.42139,15485489.96
40,3,15840,1346,1347,06037208000,208000,2080.00,1418660.211,5247.217368,208000,0.3747948683,208000,14241.0233,10453410.58
41,3,15840,1347,1348,06037208610,208610,2086.10,511585.625,3048.659533,208610,0.1351269493,208610,6535.049293,2417426.056
42,3,15840,1348,1349,06037208620,208620,2086.20,473847.9063,3021.347432,208620,0.1251660772,208620,7078.741469,2672211.16
43,3,15840,1360,1361,06037183820,183820,1838.20,451336.0742,3865.70765,183820,0.1191190696,183820,10489.8244,3322398.602
44,3,15840,1361,1362,06037185100,185100,1851.00,3331004.828,9402.612418,185100,0.879123679,185100,25507.02017,24519824.31
45,3,15840,1362,1363,06037185202,185202,1852.02,1762649.125,6417.97585,185202,0.465309688,185202,17415.44759,12978055.68
46,3,15840,1363,1364,06037185310,185310,1853.10,615533.9375,4482.889798,185310,0.1625019379,185310,12164.17917,4532370.065
47,3,15840,1364,1365,06037186100,186100,1861.00,1971142.223,8100.716451,186100,0.5199445477,186100,21971.50745,14501609.27
48,3,15840,1365,1366,06037183220,183220,1832.20,782907.8672,4907.770132,183220,0.2065509671,183220,9011.727904,2980289.004
49,3,15840,1368,1369,06037187300,187300,1873.00,1707175.645,7149.200519,187300,0.4506057651,187300,19382.74111,12567655.01
50,3,15840,1369,1370,06037181300,181300,1813.00,2105572.828,7928.846167,181300,0.5553033847,181300,21488.60656,15487798.7
51,3,15840,1370,1371,06037187200,187200,1872.00,1391803.816,5734.517172,187200,0.367348102,187200,15559.23753,10245595.56
52,3,15840,1393,1394,06037186401,186401,1864.01,1405630.824,6591.701617,186401,0.3708733309,186401,17886.21742,10343869.79
53,3,15840,1394,1395,06037187102,187102,1871.02,3213111.023,14156.63867,187102,0.8480468415,187102,59273.19919,19170578.8
54,3,15840,1395,1396,06037189300,189300,1893.00,2778586.746,9511.712831,189300,0.733258294,189300,1880.727408,191069.7851
55,3,15840,1400,1401,06037199700,199700,1997.00,1417968.543,5109.238947,199700,0.3745611853,199700,13865.22397,10447066.48
56,3,15840,1403,1404,06037191201,191201,1912.01,836677.5078,3667.201703,191201,0.2208597834,191201,7999.034518,3912251.57
57,3,15840,1404,1405,06037191204,191204,1912.04,293951.0117,2181.81025,191204,0.07760505115,191204,491.9298576,6924.464794
58,3,15840,1408,1409,06037195903,195903,1959.03,347936.0859,2484.550604,195903,0.09188302752,195903,6738.804998,2562656.482
59,3,15840,1409,1410,06037195902,195902,1959.02,508189.3438,3029.680343,195902,0.1341852014,195902,8216.515169,3742480.41
60,3,15840,1410,1411,06037195901,195901,1959.01,425170.9609,3021.038642,195901,0.1122580625,195901,8190.015517,3130914.511
61,3,15840,1411,1412,06037195804,195804,1958.04,490796.4258,2841.438508,195804,0.1296151767,195804,7708.359625,3615043.48
62,3,15840,1412,1413,06037195803,195803,1958.03,551535.6875,3321.897318,195803,0.1456459388,195803,9006.74491,4062137.177
63,3,15840,1413,1414,06037195202,195202,1952.02,1283746.938,5353.378207,195202,0.3388358644,195202,14520.09108,9450213.135
64,3,15840,1414,1415,06037195201,195201,1952.01,878617.9531,5084.080172,195201,0.2318733898,195201,13793.85728,6466990.22
65,3,15840,1423,1424,06037181000,181000,1810.00,6055567.758,13931.63857,181000,1.596724532,181000,16764.46366,12672649.58
66,3,15840,1426,1427,06037191420,191420,1914.20,332031.7578,2435.736631,191420,0.08767454676,191420,6210.129118,2160292.147
67,3,15840,1427,1428,06037191500,191500,1915.00,937459.8203,3806.017541,191500,0.2475290941,191500,3903.014091,584255.2139
68,3,15840,1429,1430,06037191410,191410,1914.10,455143.418,2740.092933,191410,0.1201723213,191410,7418.225926,3350958.17
69,3,15840,1442,1443,06037980009,980009,9800.09,31123926.98,29918.38781,980009,8.208416826,980009,36906.49407,52889237.75
70,3,15840,1449,1450,06037191302,191302,1913.02,617640.418,3448.181152,191302,0.1630483291,191302,9355.998443,4547444.537
71,3,15840,1450,1451,06037191301,191301,1913.01,399852.5547,3144.69246,191301,0.1055649224,191301,8542.864186,2944230.451
72,3,15840,1453,1454,06037189202,189202,1892.02,1510598.949,6415.66237,189202,0.3986374215,189202,13990.3728,9123426.22
73,3,15840,1454,1455,06037189102,189102,1891.02,913149.332,4430.932164,189102,0.2409662867,189102,12014.57808,6720547.05
74,3,15840,1455,1456,06037189101,189101,1891.01,577917.2344,3043.452679,189101,0.1525315356,189101,8256.536783,4254115.291
75,3,15840,1456,1457,06037188202,188202,1882.02,1109734.891,4329.721745,188202,0.2928145573,188202,11753.71649,8166621.378
76,3,15840,1466,1467,06037195400,195400,1954.00,1506039.023,6283.630725,195400,0.3976120391,195400,17053.50125,11089570
77,3,15840,1467,1468,06037192700,192700,1927.00,776286.0859,3543.206442,192700,0.2050063019,192700,7551.065005,2927591.332
78,3,15840,1470,1471,06037195600,195600,1956.00,771006.5781,4113.236583,195600,0.2036057252,195600,11167.78686,5678700.972
79,3,15840,1471,1472,06037195100,195100,1951.00,2771269.41,8009.112648,195100,0.7314886504,195100,21728.10857,20401537.87
80,3,15840,1473,1474,06037188201,188201,1882.01,1135408.227,6278.870522,188201,0.2996195407,188201,17047.44733,8356460.634
81,3,15840,1474,1475,06037187101,187101,1871.01,1152654.43,4761.546111,187101,0.3041426353,187101,12913.46459,8482658.709
82,3,15840,1475,1476,06037186404,186404,1864.04,586592.8203,3270.856771,186404,0.1548097165,186404,8867.001323,4317771.96
83,3,15840,1476,1477,06037186403,186403,1864.03,789875.2656,4424.920504,186403,0.2084342897,186403,11994.90559,5813382.776
84,3,15840,1477,1478,06037186302,186302,1863.02,2465362.223,6607.538901,186302,0.6505494182,186302,17920.12024,18144386.15
85,3,15840,1478,1479,06037186203,186203,1862.03,1232520.313,5833.26487,186203,0.3252123512,186203,15825.88792,9070508.508
86,3,15840,1479,1480,06037186202,186202,1862.02,597168.0508,4073.260798,186202,0.1575506121,186202,11050.05894,4394221.547
87,3,15840,1480,1481,06037185320,185320,1853.20,862235,5237.618517,185320,0.2276524276,185320,14205.8496,6349495.864
88,3,15840,1485,1486,06037195500,195500,1955.00,1776207.891,7364.226685,195500,0.4689760391,195500,19969.39015,13080026.18
89,3,15840,1486,1487,06037195720,195720,1957.20,421606.9297,3076.817685,195720,0.1113552972,195720,8345.826662,3105786.624
90,3,15840,1487,1488,06037195710,195710,1957.10,706348.5469,3597.756774,195710,0.1865578957,195710,9761.835703,5203229.654
91,3,15840,1488,1489,06037197410,197410,1974.10,2037513.938,6831.549913,197410,0.5379056752,197410,18531.63191,15002599.96
92,3,15840,1489,1490,06037195802,195802,1958.02,588164.0664,3658.419729,195802,0.1553408447,195802,9936.149881,4332541.724
93,3,15840,1490,1491,06037197300,197300,1973.00,956123.3555,5609.812422,197300,0.2524872891,197300,15215.6539,7042089.959
94,3,15840,1491,1492,06037197200,197200,1972.00,1139507.691,5474.487182,197200,0.3008457913,197200,14854.52644,8390897.06
95,3,15840,1495,1496,06037186201,186201,1862.01,763598.4063,4462.534143,186201,0.2014533387,186201,12105.49923,5618718.447
96,3,15840,1496,1497,06037183702,183702,1837.02,1306164.473,6320.098324,183702,0.344715643,183702,13841.86793,6500540.429
97,3,15840,1497,1498,06037183701,183701,1837.01,805565.3867,4620.439381,183701,0.2125815094,183701,10449.79067,5301362.186
98,3,15840,1498,1499,06037183402,183402,1834.02,751159.3945,4138.768609,183402,0.198150918,183402,11219.98654,5526608.814
99,3,15840,1499,1500,06037183401,183401,1834.01,709954.3867,3864.195645,183401,0.1872984893,183401,10480.95373,5223951.947
100,3,15840,1500,1501,06037183222,183222,1832.22,1358264.137,6232.307046,183222,0.358268634,183222,12283.26931,6044023.518
101,3,15840,1501,1502,06037183221,183221,1832.21,1033940.289,4729.550443,183221,0.2727450497,183221,8094.263899,2317971.889
102,3,15840,1506,1507,06037195300,195300,1953.00,848490.2695,4077.36527,195300,0.223973046,195300,11071.70354,6246653.559
103,3,15840,1509,1510,06037201401,201401,2014.01,1902421.098,5638.642399,201401,0.5023720384,201401,11827.62091,7673965.005
104,3,15840,1515,1516,06037301702,301702,3017.02,1191521.648,4467.580749,301702,0.3141366848,301702,7320.279919,2673157.804
105,3,15840,1518,1519,06037301900,301900,3019.00,1606610.355,6247.139334,301900,0.4235299802,301900,12380.88346,4280149.262
106,3,15840,1530,1531,06037301000,301000,3010.00,3027119.395,7778.659625,301000,0.7979574607,301000,9392.679902,3648718.339
107,3,15840,1531,1532,06037302002,302002,3020.02,735951.1914,3546.498926,302002,0.194035784,302002,9621.426317,5411692.802
108,3,15840,1532,1533,06037300902,300902,3009.02,6439552.535,13606.9356,300902,1.697559896,300902,4718.932417,315121.5686
109,3,15840,1533,1534,06037302103,302103,3021.03,805966.6563,3525.704109,302103,0.2125270209,302103,9560.522628,5927469.015
110,3,15840,1534,1535,06037302301,302301,3023.01,1025317.848,4861.410392,302301,0.2703584086,302301,13199.09592,7540305.65
111,3,15840,1535,1536,06037302201,302201,3022.01,728383.75,3933.596629,302201,0.192061514,302201,10679.66701,5356644.418
112,3,15840,1536,1537,06037302202,302202,3022.02,748621.1875,4035.371038,302202,0.1974150033,302202,10955.3681,5505961.966
113,3,15840,1538,1539,06037188300,188300,1883.00,1349928.797,4679.88849,188300,0.3561523224,188300,12688.96908,9933183.09
114,3,15840,1548,1549,06037302104,302104,3021.04,836108.6914,4533.312749,302104,0.220459959,302104,12284.95407,6148734.952
115,3,15840,1553,1554,06037302102,302102,3021.02,1518121.992,6755.244766,302102,0.4003899025,302102,18319.85194,11167085.86
116,3,15840,1554,1555,06037302302,302302,3023.02,926410.1758,4449.146061,302302,0.2443029746,302302,12078.23428,6813634.272
117,3,15840,1594,1595,06037199110,199110,1991.10,1318284.867,5255.47901,199110,0.3481293933,199110,14260.90405,9709911.064
118,3,15840,1595,1596,06037197700,197700,1977.00,1025273.281,5130.600113,197700,0.2708272046,197700,13927.26204,7553668.961
119,3,15840,1596,1597,06037197600,197600,1976.00,567293.8281,3836.161778,197600,0.1498523761,197600,10403.49451,4179534.79
120,3,15840,1597,1598,06037197420,197420,1974.20,899655.8047,4285.298145,197420,0.2375648761,197420,11620.13988,6625867.661
121,3,15840,1598,1599,06037197500,197500,1975.00,935815.4063,3839.045198,197500,0.2471725884,197500,10416.13009,6893860.416
122,3,15840,1599,1600,06037199000,199000,1990.00,2280659.93,7017.454301,199000,0.6022667984,199000,19033.86034,16798036.18
123,3,15840,1600,1601,06037199120,199120,1991.20,1405310.059,6067.318195,199120,0.3711924955,199120,16463.45318,10353206.45
124,3,15840,1601,1602,06037199202,199202,1992.02,1394343.301,6742.628587,199202,0.3681992931,199202,18295.88766,10269655.76
125,3,15840,1603,1604,06037980010,980010,9800.10,5598769.75,13482.87485,980010,1.478518167,980010,36575.899,41237449.05
126,3,15840,1611,1612,06037191203,191203,1912.03,299977.4961,2206.304667,191203,0.0791957064,191203,5537.512113,1827946.616
127,3,15840,1612,1613,06037199400,199400,1994.00,1018954.672,6243.555512,199400,0.2690221689,199400,16929.53665,7503403.209
128,3,15840,1613,1614,06037199300,199300,1993.00,3788282.133,11664.03142,199300,1.000090687,199300,31644.18231,27894030.86
129,3,15840,1614,1615,06037199900,199900,1999.00,647181.8711,3741.01668,199900,0.1709645395,199900,10157.80969,4768480.276
130,3,15840,1615,1616,06037199201,199201,1992.01,577469.6797,3291.433233,199201,0.1525091104,199201,8935.66035,4253708.564
131,3,15840,1616,1617,06037199800,199800,1998.00,951524.668,3962.920036,199800,0.2513291417,199800,10760.55296,7009968.701
132,3,15840,1617,1618,06037201301,201301,2013.01,1275701.082,7394.089219,201301,0.3368125035,201301,19973.36509,9373925.565
133,3,15840,1618,1619,06037201302,201302,2013.02,1449869.945,5531.986213,201302,0.382709487,201302,14086.99286,8838920.03
134,3,15840,1630,1631,06037181600,181600,1816.00,1828884.5,6616.752694,181600,0.4824008498,181600,17952.90221,13454623.14
135,3,15840,1637,1638,06037201402,201402,2014.02,2836120.875,7003.34545,201402,0.7491368958,201402,11724.29903,5601657.185
136,3,15840,1642,1643,06037208502,208502,2085.02,381356.4258,2497.202768,208502,0.1007430731,208502,6462.624552,2580865.913
137,3,15840,1643,1644,06037208402,208402,2084.02,498470.6367,3176.189555,208402,0.1316734857,208402,8621.12464,3672479.856
138,3,15840,1644,1645,06037208401,208401,2084.01,335514.1172,2316.492134,208401,0.0886373638,208401,6288.165431,2472167.834
139,3,15840,1645,1646,06037208302,208302,2083.02,642707.9805,3632.521383,208302,0.1697935267,208302,9852.779884,4735696.469
140,3,15840,1655,1656,06037188100,188100,1881.00,3109394.051,9610.171539,188100,0.8200530284,188100,21917.11863,19834053.59
141,3,15840,1666,1667,06037181500,181500,1815.00,1601858.891,6600.385031,181500,0.4224650096,181500,1059.927861,48585.26116
142,3,15840,1667,1668,06037181400,181400,1814.00,1286523.488,5315.104658,181400,0.3392876,181400,13328.93094,7862247.896
143,3,15840,1668,1669,06037183620,183620,1836.20,756837.7695,3481.861513,183620,0.199695566,183620,9169.868114,5336876.029
144,3,15840,1669,1670,06037183300,183300,1833.00,791809.3125,3784.335862,183300,0.2088955434,183300,10264.32074,5826342.16
145,3,15840,1670,1671,06037183510,183510,1835.10,731936.7148,3853.19137,183510,0.1931255391,183510,10456.90637,5386503.891
146,3,15840,1671,1672,06037183610,183610,1836.10,553778.4648,3617.140458,183610,0.1461216715,183610,9804.400593,4075528.194
147,3,15840,1672,1673,06037183520,183520,1835.20,625490.9336,3382.655574,183520,0.1650563301,183520,9181.8728,4603630.979
148,3,15840,1673,1674,06037183810,183810,1838.10,665251.207,3792.21268,183810,0.1755628095,183810,10289.06702,4896685.763
149,3,15840,1810,1811,06037183101,183101,1831.01,1415950.309,6283.552706,183101,0.3735400898,183101,1239.057628,78498.08301
150,3,15840,1831,1832,06037201200,201200,2012.00,644141.3008,3846.968043,201200,0.1700644543,201200,4930.202411,523425.6846
151,3,15840,1832,1833,06037201110,201110,2011.10,1482159.551,5966.732304,201110,0.3912591134,201110,2445.754459,160390.0807
